zone_code,mean,cv
US-MIDA-PJM,425.3411255707763,0.032668957428479604
US-MIDW-AECI,672.4977762557077,0.06652469893834691
US-MIDW-LGEE,860.8752716894977,0.02244749439938925
US-MIDW-MISO,524.6019109589041,0.04990015711358457
US-NE-ISNE,285.22087671232873,0.08454291816188629
US-NW-BPAT,96.07937214611871,0.13985648346497642
US-NW-CHPD,24.85292123287671,0.0455554252981359
US-NW-DOPD,26.384561643835617,0.1103109014295222
US-NW-GCPD,37.15552511415525,0.1817287588611678
US-NW-GRID,486.8194006849315,0.08600763432177096
US-NW-IPCO,365.26175913242014,0.17635333929304853
US-NW-NEVP,479.12168150684937,0.1562980027056755
US-NW-NWMT,687.7333618721461,0.05930984610842862
US-NW-PACE,663.4274703196347,0.12493474847528097
US-NW-PACW,235.75851712328765,0.19654434268937468
US-NW-PGE,174.69506506849314,0.12693801951725897
US-NW-PSCO,557.1664018264839,0.13055140312757713
US-NW-PSEI,130.55853881278537,0.11738165767523605
US-NW-SCL,24.0,0.0
US-NW-TPWR,67.29688926940639,0.1391140035768041
US-NW-WACM,768.4439646118722,0.05523292790897055
US-NY-NYIS,281.34514726027396,0.04969215729780488
US-SE-SOCO,460.91296461187216,0.036786782095430036
US-SW-AZPS,458.37979794520544,0.09113938256909668
US-SW-EPE,602.0049726027397,0.09149817384495548
US-SW-PNM,579.3393641552512,0.14634713627213428
US-SW-SRP,256.1828789954337,0.12679659266618812
US-SW-TEPC,615.0322842465754,0.11920212851439603
US-SW-WALC,394.27036187214605,0.0975003519462284
US-TEN-TVA,366.08589497716895,0.040975998487214546
US-TEX-ERCO,401.8056461187215,0.10853625843434506
UY,95.84462557077624,0.21920179235185158
ZA,704.4555753424659,0.030168582051358358
